name,stack,dirs,date,py_count
deep_real_time1 / venvs / Lib / site-packages / keras / layers / regularization,"['keras', 'numbers', 'numpy', 'tensorflow']",['deep_real_time1\\venvs\\Lib\\site-packages\\keras\\layers\\regularization'],2024-01-15 04:51:33,9
deep_real_time1 / venvs / Lib / site-packages / keras / layers / reshaping,"['copy', 'functools', 'keras', 'numpy', 'operator', 'tensorflow']",['deep_real_time1\\venvs\\Lib\\site-packages\\keras\\layers\\reshaping'],2024-01-15 04:51:33,14
deep_real_time1 / venvs / Lib / site-packages / keras / layers / rnn,"['__future__', 'collections', 'copy', 'functools', 'hashlib', 'keras', 'numbers', 'numpy', 'sys', 'tensorflow', 'types', 'uuid', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\keras\\layers\\rnn'],2024-01-15 04:51:33,26
deep_real_time1 / venvs / Lib / site-packages / keras / legacy_tf_layers,"['__future__', 'contextlib', 'copy', 'functools', 'keras', 'sys', 'tensorflow', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\keras\\legacy_tf_layers'],2024-01-15 04:51:33,8
deep_real_time1 / venvs / Lib / site-packages / keras / metrics,"['abc', 'keras', 'numpy', 'tensorflow', 'types', 'typing', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\keras\\metrics'],2024-01-15 04:51:33,8
deep_real_time1 / venvs / Lib / site-packages / keras / mixed_precision,"['contextlib', 'itertools', 'keras', 'tensorflow', 'threading']",['deep_real_time1\\venvs\\Lib\\site-packages\\keras\\mixed_precision'],2024-01-15 04:51:33,6
deep_real_time1 / venvs / Lib / site-packages / keras / models,"['copy', 'keras', 'tensorflow']",['deep_real_time1\\venvs\\Lib\\site-packages\\keras\\models'],2024-01-15 04:51:33,3
deep_real_time1 / venvs / Lib / site-packages / keras / optimizers,"['abc', 'absl', 'functools', 'keras', 'platform', 're', 'tensorflow']",['deep_real_time1\\venvs\\Lib\\site-packages\\keras\\optimizers'],2024-01-15 04:51:33,15
deep_real_time1 / venvs / Lib / site-packages / keras / optimizers / legacy,"['abc', 'contextlib', 'functools', 'keras', 'numpy', 'tensorflow', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\keras\\optimizers\\legacy'],2024-01-15 04:50:41,10
deep_real_time1 / venvs / Lib / site-packages / keras / optimizers / schedules,"['abc', 'keras', 'math', 'tensorflow']",['deep_real_time1\\venvs\\Lib\\site-packages\\keras\\optimizers\\schedules'],2024-01-15 04:50:41,2
deep_real_time1 / venvs / Lib / site-packages / keras / premade_models,"['keras', 'tensorflow']",['deep_real_time1\\venvs\\Lib\\site-packages\\keras\\premade_models'],2024-01-15 04:51:34,3
deep_real_time1 / venvs / Lib / site-packages / keras / preprocessing,"['PIL', 'collections', 'hashlib', 'json', 'keras', 'multiprocessing', 'numpy', 'os', 'random', 'scipy', 'tensorflow', 'threading', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\keras\\preprocessing'],2024-01-15 04:51:34,4
deep_real_time1 / venvs / Lib / site-packages / keras / protobuf,"['google', 'keras']",['deep_real_time1\\venvs\\Lib\\site-packages\\keras\\protobuf'],2024-01-15 04:50:41,4
deep_real_time1 / venvs / Lib / site-packages / keras / saving,"['datetime', 'h5py', 'importlib', 'inspect', 'io', 'json', 'keras', 'numpy', 'os', 're', 'tempfile', 'tensorflow', 'threading', 'types', 'warnings', 'zipfile']",['deep_real_time1\\venvs\\Lib\\site-packages\\keras\\saving'],2024-01-15 04:50:41,6
deep_real_time1 / venvs / Lib / site-packages / keras / saving / legacy,"['copy', 'h5py', 'json', 'keras', 'numpy', 'os', 'tensorflow', 'threading', 'weakref']",['deep_real_time1\\venvs\\Lib\\site-packages\\keras\\saving\\legacy'],2024-01-15 04:50:41,6
deep_real_time1 / venvs / Lib / site-packages / keras / testing_infra,"['absl', 'collections', 'contextlib', 'doctest', 'functools', 'h5py', 'itertools', 'keras', 'numpy', 're', 'tensorflow', 'textwrap', 'threading', 'unittest']",['deep_real_time1\\venvs\\Lib\\site-packages\\keras\\testing_infra'],2024-01-15 04:50:41,4
deep_real_time1 / venvs / Lib / site-packages / keras / tests,"['collections', 'keras']",['deep_real_time1\\venvs\\Lib\\site-packages\\keras\\tests'],2024-01-15 04:50:41,3
deep_real_time1 / venvs / Lib / site-packages / keras / utils,"['IPython', 'PIL', 'abc', 'absl', 'binascii', 'codecs', 'collections', 'contextlib', 'copy', 'enum', 'functools', 'hashlib', 'importlib', 'inspect', 'io', 'itertools', 'keras', 'marshal', 'multiprocessing', 'numpy', 'os', 'pathlib', 'platform', 'pydot', 'pydot_ng', 'pydotplus', 'queue', 'random', 're', 'shutil', 'six', 'sys', 'tarfile', 'tempfile', 'tensorflow', 'tensorflow_io', 'threading', 'time', 'traceback', 'types', 'typing', 'urllib', 'warnings', 'weakref', 'zipfile']",['deep_real_time1\\venvs\\Lib\\site-packages\\keras\\utils'],2024-01-15 04:51:34,30
deep_real_time1 / venvs / Lib / site-packages / keras / utils / legacy,['keras'],['deep_real_time1\\venvs\\Lib\\site-packages\\keras\\utils\\legacy'],2024-01-15 04:51:34,1
deep_real_time1 / venvs / Lib / site-packages / keras / wrappers,"['copy', 'keras', 'numpy', 'tensorflow', 'types', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\keras\\wrappers'],2024-01-15 04:50:41,2
deep_real_time1 / venvs / Lib / site-packages / kiwisolver,['_cext'],['deep_real_time1\\venvs\\Lib\\site-packages\\kiwisolver'],2024-01-15 04:51:34,1
deep_real_time1 / venvs / Lib / site-packages / markdown,"['__meta__', 'blockparser', 'blockprocessors', 'codecs', 'collections', 'core', 'extensions', 'functools', 'html', 'htmlentitydefs', 'htmlparser', 'importlib', 'importlib_metadata', 'inlinepatterns', 'itertools', 'json', 'logging', 'markdown', 'optparse', 'os', 'postprocessors', 'preprocessors', 're', 'serializers', 'sys', 'textwrap', 'tidylib', 'treeprocessors', 'unittest', 'util', 'warnings', 'xml', 'yaml']",['deep_real_time1\\venvs\\Lib\\site-packages\\markdown'],2024-01-15 04:51:34,14
deep_real_time1 / venvs / Lib / site-packages / markdown / extensions,"['attr_list', 'blockprocessors', 'codehilite', 'collections', 'copy', 'html', 'htmlparser', 'inlinepatterns', 'logging', 'markdown', 'postprocessors', 'preprocessors', 'pygments', 're', 'serializers', 'textwrap', 'treeprocessors', 'unicodedata', 'util', 'xml']",['deep_real_time1\\venvs\\Lib\\site-packages\\markdown\\extensions'],2024-01-15 04:51:34,19
deep_real_time1 / venvs / Lib / site-packages / markupsafe,"['_native', '_speedups', 'functools', 'html', 're', 'string', 'typing', 'typing_extensions']",['deep_real_time1\\venvs\\Lib\\site-packages\\markupsafe'],2024-01-15 04:51:34,2
deep_real_time1 / venvs / Lib / site-packages / matplotlib,"['IPython', 'PIL', '_color_data', '_enums', '_mathtext', '_mathtext_data', 'abc', 'argparse', 'artist', 'ast', 'atexit', 'backend_bases', 'base64', 'bezier', 'binascii', 'cbook', 'certifi', 'cm', 'collections', 'colors', 'contextlib', 'contourpy', 'copy', 'cycler', 'dataclasses', 'datetime', 'dateutil', 'decimal', 'enum', 'font_manager', 'ft2font', 'functools', 'hashlib', 'importlib', 'inspect', 'io', 'itertools', 'json', 'kiwisolver', 'lines', 'locale', 'logging', 'markers', 'math', 'matplotlib', 'numbers', 'numpy', 'operator', 'os', 'packaging', 'patches', 'path', 'pathlib', 'pprint', 'pyparsing', 're', 'setuptools_scm', 'shutil', 'ssl', 'string', 'struct', 'style', 'subprocess', 'sys', 'tempfile', 'text', 'textpath', 'textwrap', 'threading', 'ticker', 'time', 'transforms', 'types', 'unicodedata', 'urllib', 'uuid', 'warnings', 'weakref', 'winreg']",['deep_real_time1\\venvs\\Lib\\site-packages\\matplotlib'],2024-01-15 04:51:34,76
deep_real_time1 / venvs / Lib / site-packages / matplotlib / axes,"['_axes', 'builtins', 'collections', 'contextlib', 'functools', 'inspect', 'itertools', 'logging', 'math', 'matplotlib', 'numbers', 'numpy', 'operator', 'types']",['deep_real_time1\\venvs\\Lib\\site-packages\\matplotlib\\axes'],2024-01-15 04:51:34,4
deep_real_time1 / venvs / Lib / site-packages / matplotlib / backends,"['IPython', 'PIL', 'PyQt5', 'PyQt6', 'PySide2', 'PySide6', '_afm', '_backend_gtk', '_backend_tk', 'asyncio', 'backend_agg', 'backend_bases', 'backend_cairo', 'backend_gtk3', 'backend_gtk4', 'backend_qt', 'backend_qtagg', 'backend_qtcairo', 'backend_webagg_core', 'backend_wx', 'base64', 'cairo', 'cairocffi', 'codecs', 'contextlib', 'ctypes', 'datetime', 'encodings', 'enum', 'errno', 'fontTools', 'functools', 'gi', 'gzip', 'hashlib', 'io', 'ipykernel', 'itertools', 'json', 'logging', 'math', 'matplotlib', 'mimetypes', 'numpy', 'operator', 'os', 'packaging', 'pathlib', 'platform', 'qt_compat', 'random', 're', 'shiboken2', 'shiboken6', 'shutil', 'signal', 'sip', 'socket', 'string', 'struct', 'subprocess', 'sys', 'tempfile', 'threading', 'time', 'tkinter', 'tornado', 'traceback', 'types', 'uuid', 'warnings', 'weakref', 'webbrowser', 'wx', 'zlib']",['deep_real_time1\\venvs\\Lib\\site-packages\\matplotlib\\backends'],2024-01-15 04:51:34,34
deep_real_time1 / venvs / Lib / site-packages / matplotlib / backends / qt_editor,"['copy', 'datetime', 'itertools', 'logging', 'matplotlib', 'numbers']",['deep_real_time1\\venvs\\Lib\\site-packages\\matplotlib\\backends\\qt_editor'],2024-01-15 04:50:41,3
deep_real_time1 / venvs / Lib / site-packages / matplotlib / cbook,"['bz2', 'collections', 'contextlib', 'functools', 'gc', 'gi', 'gzip', 'itertools', 'math', 'matplotlib', 'numpy', 'operator', 'os', 'pathlib', 'shlex', 'subprocess', 'sys', 'time', 'traceback', 'types', 'weakref']",['deep_real_time1\\venvs\\Lib\\site-packages\\matplotlib\\cbook'],2024-01-15 04:51:34,1
deep_real_time1 / venvs / Lib / site-packages / matplotlib / projections,"['geo', 'math', 'matplotlib', 'mpl_toolkits', 'numpy', 'polar', 'types']",['deep_real_time1\\venvs\\Lib\\site-packages\\matplotlib\\projections'],2024-01-15 04:51:35,3
deep_real_time1 / venvs / Lib / site-packages / matplotlib / sphinxext,"['contextlib', 'doctest', 'docutils', 'hashlib', 'io', 'itertools', 'jinja2', 'matplotlib', 'os', 'pathlib', 're', 'shutil', 'sphinx', 'sys', 'textwrap', 'traceback']",['deep_real_time1\\venvs\\Lib\\site-packages\\matplotlib\\sphinxext'],2024-01-15 04:50:41,3
deep_real_time1 / venvs / Lib / site-packages / matplotlib / style,"['contextlib', 'core', 'importlib', 'importlib_resources', 'logging', 'matplotlib', 'os', 'pathlib', 'sys', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\matplotlib\\style'],2024-01-15 04:51:35,2
deep_real_time1 / venvs / Lib / site-packages / matplotlib / testing,"['PIL', 'atexit', 'compare', 'contextlib', 'exceptions', 'functools', 'hashlib', 'inspect', 'locale', 'logging', 'matplotlib', 'numpy', 'os', 'packaging', 'pandas', 'pathlib', 'pytest', 'shutil', 'string', 'subprocess', 'sys', 'tempfile', 'unittest', 'warnings', 'weakref']",['deep_real_time1\\venvs\\Lib\\site-packages\\matplotlib\\testing'],2024-01-15 04:51:35,7
deep_real_time1 / venvs / Lib / site-packages / matplotlib / testing / jpl_units,"['Duration', 'Epoch', 'EpochConverter', 'StrConverter', 'UnitDbl', 'UnitDblConverter', 'UnitDblFormatter', 'datetime', 'functools', 'math', 'matplotlib', 'numpy', 'operator']",['deep_real_time1\\venvs\\Lib\\site-packages\\matplotlib\\testing\\jpl_units'],2024-01-15 04:51:35,8
deep_real_time1 / venvs / Lib / site-packages / matplotlib / tests,"['PIL', 'ast', 'base64', 'builtins', 'collections', 'concurrent', 'contextlib', 'contourpy', 'copy', 'cycler', 'datetime', 'dateutil', 'decimal', 'difflib', 'filecmp', 'functools', 'gc', 'gi', 'importlib', 'inspect', 'io', 'itertools', 'json', 'locale', 'logging', 'matplotlib', 'mpl_toolkits', 'multiprocessing', 'numpy', 'os', 'packaging', 'pandas', 'pathlib', 'pickle', 'pickletools', 'pkgutil', 'platform', 'psutil', 'pylab', 'pytest', 're', 'shlex', 'shutil', 'signal', 'subprocess', 'sys', 'tempfile', 'textwrap', 'threading', 'time', 'timeit', 'tkinter', 'types', 'unittest', 'urllib', 'warnings', 'weakref', 'win32api', 'xml']",['deep_real_time1\\venvs\\Lib\\site-packages\\matplotlib\\tests'],2024-01-15 04:51:35,88
deep_real_time1 / venvs / Lib / site-packages / matplotlib / tri,"['_triangulation', '_tricontour', '_trifinder', '_triinterpolate', '_tripcolor', '_triplot', '_trirefine', '_tritools', 'matplotlib', 'numpy']",['deep_real_time1\\venvs\\Lib\\site-packages\\matplotlib\\tri'],2024-01-15 04:51:35,17
deep_real_time1 / venvs / Lib / site-packages / matplotlib / _api,"['contextlib', 'deprecation', 'functools', 'inspect', 'itertools', 'math', 'matplotlib', 're', 'sys', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\matplotlib\\_api'],2024-01-15 04:51:35,2
deep_real_time1 / venvs / Lib / site-packages / mistune,"['block_parser', 'html', 'inline_parser', 'markdown', 'plugins', 're', 'renderers', 'scanner', 'urllib', 'util']",['deep_real_time1\\venvs\\Lib\\site-packages\\mistune'],2024-01-15 04:51:35,7
deep_real_time1 / venvs / Lib / site-packages / mistune / directives,"['admonition', 'base', 'include', 'mistune', 'os', 're', 'toc']",['deep_real_time1\\venvs\\Lib\\site-packages\\mistune\\directives'],2024-01-15 04:51:35,5
deep_real_time1 / venvs / Lib / site-packages / mistune / plugins,"['abbr', 'def_list', 'extra', 'footnotes', 'inline_parser', 're', 'table', 'task_lists', 'util']",['deep_real_time1\\venvs\\Lib\\site-packages\\mistune\\plugins'],2024-01-15 04:51:35,7
deep_real_time1 / venvs / Lib / site-packages / ml_dtypes,"['ml_dtypes', 'numpy', 'typing']",['deep_real_time1\\venvs\\Lib\\site-packages\\ml_dtypes'],2024-01-15 04:51:35,2
deep_real_time1 / venvs / Lib / site-packages / ml_dtypes / tests,"['absl', 'collections', 'contextlib', 'copy', 'importlib', 'itertools', 'math', 'ml_dtypes', 'numpy', 'pickle', 'sys', 'typing', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\ml_dtypes\\tests'],2024-01-15 04:51:35,3
deep_real_time1 / venvs / Lib / site-packages / mpl_toolkits,"['os', 'sys']",['deep_real_time1\\venvs\\Lib\\site-packages\\mpl_toolkits'],2024-01-15 04:51:35,1
deep_real_time1 / venvs / Lib / site-packages / mpl_toolkits / axes_grid1,"['axes_divider', 'axes_grid', 'functools', 'matplotlib', 'mpl_axes', 'numbers', 'numpy', 'parasite_axes']",['deep_real_time1\\venvs\\Lib\\site-packages\\mpl_toolkits\\axes_grid1'],2024-01-15 04:51:35,9
deep_real_time1 / venvs / Lib / site-packages / mpl_toolkits / axes_grid1 / tests,"['itertools', 'matplotlib', 'mpl_toolkits', 'numpy', 'pathlib', 'platform', 'pytest']",['deep_real_time1\\venvs\\Lib\\site-packages\\mpl_toolkits\\axes_grid1\\tests'],2024-01-15 04:51:35,3
deep_real_time1 / venvs / Lib / site-packages / mpl_toolkits / axisartist,"['axis_artist', 'axisline_style', 'axislines', 'floating_axes', 'functools', 'grid_finder', 'grid_helper_curvelinear', 'itertools', 'math', 'matplotlib', 'mpl_toolkits', 'numpy', 'operator']",['deep_real_time1\\venvs\\Lib\\site-packages\\mpl_toolkits\\axisartist'],2024-01-15 04:51:35,12
deep_real_time1 / venvs / Lib / site-packages / mpl_toolkits / axisartist / tests,"['matplotlib', 'mpl_toolkits', 'numpy', 'pathlib', 'pytest', 're']",['deep_real_time1\\venvs\\Lib\\site-packages\\mpl_toolkits\\axisartist\\tests'],2024-01-15 04:51:35,8
deep_real_time1 / venvs / Lib / site-packages / mpl_toolkits / mplot3d,"['axes3d', 'collections', 'contextlib', 'functools', 'inspect', 'itertools', 'math', 'matplotlib', 'numpy', 'textwrap']",['deep_real_time1\\venvs\\Lib\\site-packages\\mpl_toolkits\\mplot3d'],2024-01-15 04:51:35,5
deep_real_time1 / venvs / Lib / site-packages / mpl_toolkits / mplot3d / tests,"['functools', 'itertools', 'matplotlib', 'mpl_toolkits', 'numpy', 'pathlib', 'pytest']",['deep_real_time1\\venvs\\Lib\\site-packages\\mpl_toolkits\\mplot3d\\tests'],2024-01-15 04:51:35,5
deep_real_time1 / venvs / Lib / site-packages / numpy,"['__future__', '_globals', '_version', 'builtins', 'core', 'ctypes', 'enum', 'glob', 'hypothesis', 'json', 'lib', 'matrixlib', 'numpy', 'os', 'pathlib', 'pytest', 'sys', 'tempfile', 'testing', 'version', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy'],2024-01-15 04:51:35,12
deep_real_time1 / venvs / Lib / site-packages / numpy / array_api,"['__future__', '_array_object', '_constants', '_creation_functions', '_data_type_functions', '_dtypes', '_elementwise_functions', '_manipulation_functions', '_searching_functions', '_set_functions', '_sorting_functions', '_statistical_functions', '_typing', '_utility_functions', 'collections', 'dataclasses', 'enum', 'linalg', 'numpy', 'operator', 'sys', 'types', 'typing', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\array_api'],2024-01-15 04:51:35,16
deep_real_time1 / venvs / Lib / site-packages / numpy / array_api / tests,"['_array_object', '_creation_functions', '_dtypes', '_elementwise_functions', 'hypothesis', 'inspect', 'numpy', 'operator', 'pytest', 'typing']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\array_api\\tests'],2024-01-15 04:51:35,8
deep_real_time1 / venvs / Lib / site-packages / numpy / compat,"['_inspect', 'collections', 'importlib', 'io', 'itertools', 'numpy', 'os', 'pathlib', 'pickle', 'pickle5', 'py3k', 're', 'sys', 'types']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\compat'],2024-01-15 04:51:35,5
deep_real_time1 / venvs / Lib / site-packages / numpy / compat / tests,"['numpy', 'os']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\compat\\tests'],2024-01-15 04:50:41,2
deep_real_time1 / venvs / Lib / site-packages / numpy / core,"['_asarray', '_ctypes', '_dtype', '_dummy_thread', '_exceptions', '_machar', '_multiarray_umath', '_string_helpers', '_thread', '_type_aliases', '_ufunc_config', '_umath_tests', 'arrayprint', 'ast', 'builtins', 'code_generators', 'collections', 'contextlib', 'copy', 'copyreg', 'ctypes', 'defchararray', 'distutils', 'einsumfunc', 'fromnumeric', 'function_base', 'functools', 'genapi', 'getlimits', 'glob', 'itertools', 'math', 'memmap', 'mmap', 'multiarray', 'numbers', 'numeric', 'numerictypes', 'numpy', 'numpy_api', 'operator', 'os', 'overrides', 'pathlib', 'pickle', 'platform', 're', 'records', 'setup_common', 'shape_base', 'sys', 'sysconfig', 'textwrap', 'types', 'umath', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\core'],2024-01-15 04:51:35,32
deep_real_time1 / venvs / Lib / site-packages / numpy / core / tests,"['Cython', '__future__', '_testbuffer', 'array_interface_testing', 'asyncio', 'builtins', 'checks', 'cmath', 'code', 'collections', 'concurrent', 'contextlib', 'copy', 'ctypes', 'cython', 'datetime', 'decimal', 'enum', 'fnmatch', 'fractions', 'functools', 'gc', 'hashlib', 'hypothesis', 'inspect', 'io', 'itertools', 'locale', 'math', 'mem_policy', 'mmap', 'nose', 'numbers', 'numpy', 'operator', 'os', 'pathlib', 'pickle', 'platform', 'pytest', 'pytz', 'random', 're', 'shutil', 'subprocess', 'sys', 'sysconfig', 'tempfile', 'textwrap', 'threading', 'traceback', 'types', 'typing', 'unittest', 'warnings', 'weakref']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\core\\tests'],2024-01-15 04:50:41,60
deep_real_time1 / venvs / Lib / site-packages / numpy / distutils,"['Numeric', '__future__', 'atexit', 'builtins', 'concurrent', 'configparser', 'copy', 'cpuinfo', 'ctypes', 'curses', 'distutils', 'functools', 'glob', 'importlib', 'inspect', 'locale', 'misc_util', 'msvcrt', 'multiprocessing', 'npy_pkg_config', 'numarray', 'numpy', 'optparse', 'os', 'pipes', 'platform', 'pprint', 're', 'setuptools', 'shlex', 'shutil', 'subprocess', 'sys', 'sysconfig', 'system_info', 'tempfile', 'textwrap', 'threading', 'time', 'types', 'warnings', 'winreg']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\distutils'],2024-01-15 04:51:36,26
deep_real_time1 / venvs / Lib / site-packages / numpy / distutils / command,"['atexit', 'copy', 'distutils', 'glob', 'numpy', 'os', 're', 'setuptools', 'shlex', 'shutil', 'signal', 'subprocess', 'sys', 'textwrap', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\distutils\\command'],2024-01-15 04:51:36,18
deep_real_time1 / venvs / Lib / site-packages / numpy / distutils / fcompiler,"['__future__', 'base64', 'distutils', 'environment', 'functools', 'glob', 'hashlib', 'numpy', 'os', 'platform', 're', 'subprocess', 'sys', 'sysconfig', 'tempfile', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\distutils\\fcompiler'],2024-01-15 04:51:36,20
deep_real_time1 / venvs / Lib / site-packages / numpy / distutils / tests,"['ccompiler_opt', 'contextlib', 'distutils', 'io', 'json', 'numpy', 'os', 'pytest', 're', 'shutil', 'subprocess', 'sys', 'tempfile', 'textwrap', 'unittest']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\distutils\\tests'],2024-01-15 04:50:41,16
deep_real_time1 / venvs / Lib / site-packages / numpy / doc,"['os', 're', 'textwrap']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\doc'],2024-01-15 04:51:36,3
deep_real_time1 / venvs / Lib / site-packages / numpy / f2py,"['__version__', 'auxfuncs', 'capi_maps', 'copy', 'crackfortran', 'enum', 'fileinput', 'functools', 'math', 'numpy', 'numpy_distutils', 'os', 'pathlib', 'platform', 'pprint', 're', 'shlex', 'shutil', 'string', 'subprocess', 'sys', 'tempfile', 'time', 'types', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\f2py'],2024-01-15 04:51:36,17
deep_real_time1 / venvs / Lib / site-packages / numpy / f2py / tests,"['atexit', 'collections', 'contextlib', 'copy', 'importlib', 'math', 'numpy', 'os', 'pathlib', 'platform', 'pytest', 're', 'shlex', 'shutil', 'subprocess', 'sys', 'tempfile', 'textwrap', 'threading', 'time', 'traceback', 'uuid']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\f2py\\tests'],2024-01-15 04:50:41,27
deep_real_time1 / venvs / Lib / site-packages / numpy / fft,"['_pocketfft', 'functools', 'helper', 'numpy', 'sys']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\fft'],2024-01-15 04:51:36,4
deep_real_time1 / venvs / Lib / site-packages / numpy / fft / tests,"['numpy', 'pytest', 'queue', 'threading']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\fft\\tests'],2024-01-15 04:50:41,3
deep_real_time1 / venvs / Lib / site-packages / numpy / lib,"['_datasource', '_iotools', '_version', 'arraypad', 'arraysetops', 'arrayterator', 'ast', 'builtins', 'bz2', 'collections', 'contextlib', 'function_base', 'functools', 'gzip', 'histograms', 'index_tricks', 'inspect', 'io', 'itertools', 'lzma', 'math', 'nanfunctions', 'npyio', 'numpy', 'operator', 'os', 'polynomial', 'pydoc', 're', 'shape_base', 'shutil', 'stride_tricks', 'struct', 'sys', 'tempfile', 'textwrap', 'tokenize', 'twodim_base', 'type_check', 'types', 'ufunclike', 'urllib', 'utils', 'warnings', 'weakref', 'zipfile']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\lib'],2024-01-15 04:51:36,25
deep_real_time1 / venvs / Lib / site-packages / numpy / lib / tests,"['bz2', 'ctypes', 'datetime', 'decimal', 'fractions', 'functools', 'gc', 'gzip', 'hypothesis', 'inspect', 'io', 'itertools', 'locale', 'lzma', 'math', 'multiprocessing', 'numbers', 'numpy', 'operator', 'os', 'pathlib', 'pytest', 'random', 're', 'shutil', 'subprocess', 'sys', 'tempfile', 'threading', 'time', 'urllib', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\lib\\tests'],2024-01-15 04:50:41,26
deep_real_time1 / venvs / Lib / site-packages / numpy / linalg,"['functools', 'linalg', 'numpy', 'operator', 'os', 'sys', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\linalg'],2024-01-15 04:51:37,3
deep_real_time1 / venvs / Lib / site-packages / numpy / linalg / tests,"['itertools', 'numpy', 'os', 'pytest', 'resource', 'subprocess', 'sys', 'textwrap', 'traceback', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\linalg\\tests'],2024-01-15 04:50:41,4
deep_real_time1 / venvs / Lib / site-packages / numpy / ma,"['builtins', 'copy', 'core', 'extras', 'functools', 'inspect', 'itertools', 'numpy', 'operator', 're', 'textwrap', 'timeit', 'unittest', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\ma'],2024-01-15 04:51:37,8
deep_real_time1 / venvs / Lib / site-packages / numpy / ma / tests,"['copy', 'datetime', 'functools', 'io', 'itertools', 'numpy', 'operator', 'pytest', 'sys', 'textwrap', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\ma\\tests'],2024-01-15 04:50:41,8
deep_real_time1 / venvs / Lib / site-packages / numpy / matrixlib,"['ast', 'defmatrix', 'numpy', 'sys', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\matrixlib'],2024-01-15 04:51:37,3
deep_real_time1 / venvs / Lib / site-packages / numpy / matrixlib / tests,"['collections', 'numpy', 'pytest', 'textwrap', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\matrixlib\\tests'],2024-01-15 04:50:41,8
deep_real_time1 / venvs / Lib / site-packages / numpy / polynomial,"['_polybase', 'abc', 'chebyshev', 'functools', 'hermite', 'hermite_e', 'laguerre', 'legendre', 'numbers', 'numpy', 'operator', 'os', 'polynomial', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\polynomial'],2024-01-15 04:51:37,10
deep_real_time1 / venvs / Lib / site-packages / numpy / polynomial / tests,"['decimal', 'fractions', 'functools', 'numbers', 'numpy', 'operator', 'pytest']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\polynomial\\tests'],2024-01-15 04:50:41,10
deep_real_time1 / venvs / Lib / site-packages / numpy / random,"['_generator', '_mt19937', '_pcg64', '_philox', '_sfc64', 'bit_generator', 'mtrand', 'numpy', 'os', 'platform', 'sys']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\random'],2024-01-15 04:51:37,3
deep_real_time1 / venvs / Lib / site-packages / numpy / random / tests,"['Cython', 'cffi', 'ctypes', 'cython', 'functools', 'gc', 'hashlib', 'numba', 'numpy', 'os', 'pickle', 'pytest', 'shutil', 'subprocess', 'sys', 'threading', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\random\\tests'],2024-01-15 04:50:41,11
deep_real_time1 / venvs / Lib / site-packages / numpy / testing,"['_private', 'collections', 'numpy', 'unittest', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\testing'],2024-01-15 04:51:37,4
deep_real_time1 / venvs / Lib / site-packages / numpy / testing / tests,"['datetime', 'itertools', 'nose', 'numpy', 'os', 'pytest', 'sys', 'warnings', 'weakref']",['deep_real_time1\\venvs\\Lib\\site-packages\\numpy\\testing\\tests'],2024-01-15 04:50:41,3
